filename,r_peaks_seconds
records500/06000/06131_hr,"0.8,1.46,2.13,2.82,3.51,4.25,5.02,5.77,6.51,7.26,7.99,8.67,9.33"
records500/06000/06132_hr,"0.81,2.04,2.86,3.68,4.51,5.34,6.2,7.08,7.95,8.86"
records500/06000/06141_hr,"1.14,2.03,2.9,3.76,4.66,5.6,6.53,7.47,8.4,9.33"
records500/06000/06151_hr,"1.02,2.22,3.41,4.58,5.71,6.86,8.07,9.33"
records500/06000/06154_hr,"1.34,2.23,3.19,4.15,5.03,5.94,6.88,7.81,8.78"
records500/06000/06174_hr,"1.32,2.03,2.74,3.48,4.23,4.94,5.65,6.38,7.12,7.86,8.56,9.28"
records500/06000/06180_hr,"1.82,2.7,3.58,4.46,5.33,6.23,7.14,7.65,8.83"
records500/06000/06186_hr,"1.3,1.93,2.79,3.45,4.07,4.84,5.8,6.89,7.66,8.53,9.26"
records500/06000/06188_hr,"0.73,1.54,2.32,3.07,3.85,4.66,5.46,6.25,7.02,7.82,8.65"
records500/06000/06189_hr,"0.99,1.7,2.42,3.14,3.6,4.59,5.07,5.98,6.7,7.4,8.11,8.81"
records500/06000/06190_hr,"1.37,2.3,3.16,4.08,5.0,5.87,6.82,7.75,8.69"
records500/06000/06192_hr,"0.66,1.37,2.09,2.82,3.57,4.32,5.08,5.85,6.62,7.4,8.17,8.93"
records500/06000/06200_hr,"0.82,1.87,2.91,3.92,4.97,6.03,7.04,8.03,9.03"
records500/06000/06201_hr,"0.85,1.69,2.2,2.69,3.28,3.88,4.41,4.84,5.27,5.77,6.2,6.63,7.18,7.65,8.12,8.64,9.13"
records500/06000/06207_hr,"0.93,1.9,2.88,3.87,4.86,5.78,6.77,7.72,8.57"
records500/06000/06208_hr,"1.32,2.16,3.02,3.89,4.7,5.5,6.33,7.18,8.02,8.91"
records500/06000/06210_hr,"1.72,2.98,4.23,5.49,6.74,8.01,9.27"
records500/06000/06211_hr,"0.97,1.8,2.7,3.59,4.18,5.16,6.04,6.78,7.41,7.8,8.56,9.33"
records500/06000/06222_hr,"0.7,1.43,2.15,2.9,3.67,4.46,5.27,6.1,6.92,7.72,8.5,9.3"
records500/06000/06224_hr,"1.43,2.06,3.62,4.25,5.01,5.58,6.31,6.91,7.63,8.44"
records500/06000/06227_hr,"0.71,1.69,2.69,3.67,4.66,5.64,6.63,7.6,8.56"
records500/06000/06229_hr,"0.87,1.2,2.13,2.55,3.51,3.91,5.2,5.6,6.4,7.04,7.63,8.17,8.49,8.91,9.31"
records500/06000/06230_hr,"1.04,2.28,2.96,4.2,5.15,5.82,6.76,7.72,8.68,8.98"
records500/06000/06231_hr,"1.17,1.86,2.55,3.25,3.94,4.65,5.33,6.01,6.68,7.36,8.05,8.7"
records500/06000/06235_hr,"1.36,2.22,3.06,3.89,4.7,5.51,6.31,7.12,7.93,8.73"
records500/06000/06239_hr,"1.17,2.13,3.07,4.01,4.96,5.93,6.88,7.81,8.75"
records500/06000/06251_hr,"0.9,1.39,1.87,2.36,2.86,3.34,3.71,4.32,4.81,5.3,5.78,6.29,6.77,7.26,7.76,8.26,8.75,9.23"
records500/06000/06262_hr,"0.75,1.59,2.41,3.26,4.12,5.0,5.92,6.85,7.79,8.71"
records500/06000/06265_hr,"0.94,1.59,2.24,2.89,3.55,4.21,4.85,5.5,6.15,6.8,7.46,8.1,8.75"
records500/06000/06270_hr,"0.67,1.8,3.01,4.3,5.53,6.68,7.92,9.21"
records500/06000/06283_hr,"1.36,2.15,2.91,3.65,4.4,5.15,5.91,6.65,7.39,8.12,8.89"
records500/06000/06284_hr,"1.25,1.95,2.65,3.36,4.06,4.74,5.44,6.14,6.84,7.53,8.25,8.97"
records500/06000/06295_hr,"0.85,1.65,2.46,3.26,4.05,4.83,5.62,6.39,7.16,7.93,8.7"
records500/06000/06304_hr,"0.92,1.82,2.69,3.56,4.46,5.36,6.19,7.0,7.83,8.67"
records500/06000/06305_hr,"1.13,1.87,2.46,3.35,4.11,4.76,5.06,5.61,6.36,7.04,7.86,8.61,9.3"
records500/06000/06312_hr,"1.53,2.62,3.63,4.54,5.5,6.61,7.75,8.86"
records500/06000/06313_hr,"1.31,2.11,2.58,2.89,3.88,4.98,5.56,6.48,7.31,7.9,8.76,9.29"
records500/06000/06314_hr,"1.03,1.51,2.21,3.0,3.6,4.2,4.73,5.43,6.25,7.06,7.62,8.25,8.96"
records500/06000/06337_hr,"0.81,1.78,2.71,3.63,4.57,5.51,6.45,7.37,8.29,9.23"
records500/06000/06341_hr,"1.0,1.87,2.72,3.55,4.4,5.25,6.09,6.93,7.72,8.65"
records500/06000/06350_hr,"0.69,1.33,1.97,2.61,3.25,3.88,4.51,5.15,5.79,6.43,7.07,7.71,8.34,8.98"
records500/06000/06352_hr,"1.87,2.95,3.83,4.78,5.83,7.17,8.09,9.05"
records500/06000/06353_hr,"1.37,2.41,3.44,4.46,5.48,5.93,6.49,7.52,8.54"
records500/06000/06355_hr,"0.7,1.57,2.02,2.52,3.04,3.45,3.96,4.26,4.62,5.02,5.89,6.32,6.97,7.53,8.29,8.68,9.22"
records500/06000/06358_hr,"0.85,1.53,2.22,2.9,3.59,4.28,4.97,5.67,6.37,7.06,7.75,8.44,9.13"
records500/06000/06375_hr,"0.9,1.68,2.48,3.27,4.04,4.8,5.58,6.36,7.16,7.97,8.77"
records500/06000/06380_hr,"0.82,1.35,1.89,2.42,2.95,3.48,4.01,4.54,5.07,5.6,6.13,6.67,7.2,7.73,8.26,8.79,9.32"
records500/06000/06381_hr,"0.79,1.93,3.05,4.11,5.21,6.39,7.51,8.62"
records500/06000/06404_hr,"1.09,1.54,1.97,2.68,3.39,4.06,4.65,5.21,5.56,6.34,6.84,7.57,8.3,8.73"
records500/06000/06427_hr,"0.96,1.64,2.32,2.9,3.64,4.33,5.03,5.71,6.39,7.07,7.75,8.32,9.06"
records500/06000/06428_hr,"0.9,1.56,2.13,2.69,3.23,3.76,4.29,4.82,5.35,5.88,6.41,6.83,7.47,7.99,8.52,9.05"
records500/06000/06437_hr,"1.12,1.76,2.4,3.04,3.68,4.32,4.96,5.6,6.24,6.88,7.51,8.15,8.78"
records500/06000/06465_hr,"1.13,2.11,3.12,4.17,5.22,6.36,7.54,8.77"
records500/06000/06471_hr,"0.83,1.61,2.38,3.16,3.93,4.71,5.2,6.19,6.97,7.73,8.49,9.25"
records500/06000/06498_hr,"0.87,1.79,2.7,3.64,4.57,5.49,6.39,7.31,8.24,9.15"
records500/06000/06528_hr,"1.09,1.92,2.75,3.59,4.44,5.3,6.17,7.04,7.91,8.77"
records500/06000/06542_hr,"0.84,1.73,2.63,3.53,4.42,5.32,6.22,7.13,8.02,8.92"
records500/06000/06552_hr,"0.67,1.46,2.26,3.05,3.84,4.62,5.37,6.14,6.94,7.73,8.52,9.28"
records500/06000/06556_hr,"0.67,1.56,2.48,3.4,4.31,5.22,6.15,7.11,8.06,8.97"
records500/06000/06562_hr,"1.04,1.66,2.24,2.84,3.41,4.03,4.61,5.22,5.81,6.41,6.99,7.6,8.18,8.64"
records500/06000/06577_hr,"1.17,1.97,2.76,3.54,4.34,5.16,6.0,6.87,7.79,8.72"
records500/06000/06579_hr,"1.07,1.95,2.81,3.68,4.58,5.47,6.36,7.22,8.09,8.95"
records500/06000/06590_hr,"1.23,2.22,3.21,4.19,5.18,6.18,7.18,8.17,9.16"
records500/06000/06592_hr,"0.72,1.32,2.02,2.71,3.41,4.12,4.82,5.53,6.23,6.94,7.65,8.36,9.07"
records500/06000/06625_hr,"1.05,1.69,2.32,2.95,3.58,4.21,4.85,5.49,6.12,6.76,7.4,8.04,8.68,9.32"
records500/06000/06666_hr,"0.69,1.15,1.63,3.01,4.1,4.53,5.41,5.91,6.62,7.09,8.05,8.69"
records500/06000/06670_hr,"0.89,1.86,2.78,3.72,4.68,5.61,6.55,7.5,8.42"
records500/06000/06672_hr,"1.32,2.23,3.13,4.02,4.94,5.86,6.76,7.65,8.54"
records500/06000/06683_hr,"1.12,2.03,2.91,3.76,4.62,5.49,6.36,7.21,8.08,8.9"
records500/06000/06728_hr,"1.47,2.34,3.2,4.08,4.93,5.8,6.68,7.56,8.44,9.3"
records500/06000/06735_hr,"0.93,1.27,1.64,2.1,2.48,2.89,3.23,3.62,4.09,4.48,4.8,5.23,5.88,6.31,6.69,7.26,7.69,8.04,8.39,8.94"
records500/06000/06751_hr,"1.03,1.56,2.01,2.54,2.99,3.54,4.01,4.54,5.56,6.59,7.04,7.59,8.04,8.59"
records500/06000/06776_hr,"0.7,1.49,2.28,3.07,3.84,4.61,5.39,6.19,6.98,7.75,8.51,9.29"
records500/06000/06788_hr,"1.09,2.1,2.89,3.68,4.47,5.31,5.95,6.88,8.53,9.34"
records500/06000/06794_hr,"1.13,1.82,2.51,3.2,3.9,4.59,5.28,5.98,6.67,7.36,8.06,8.75"
records500/06000/06796_hr,"0.83,1.75,2.65,3.52,4.4,5.31,6.24,7.16,8.07,8.96"
records500/06000/06817_hr,"1.28,2.4,3.53,4.71,5.87,7.04,8.24"
records500/06000/06852_hr,"1.07,2.16,3.25,4.35,5.46,6.57,7.62,8.66"
records500/06000/06902_hr,"1.19,1.83,2.46,3.09,3.73,4.36,4.99,5.62,6.25,6.88,7.52,8.15,8.78"
records500/06000/06903_hr,"1.43,2.28,3.13,3.98,4.82,5.65,6.49,7.34,8.17,9.01"
records500/06000/06911_hr,"0.94,1.5,2.05,2.61,3.17,3.72,4.27,4.82,5.36,5.89,6.41,6.94,7.46,7.99,8.51,9.04"
records500/06000/06912_hr,"0.77,1.58,2.4,3.2,4.01,4.82,5.63,6.43,7.23,8.05,8.85"
records500/06000/06924_hr,"1.17,1.59,2.68,3.44,4.24,4.97,5.43,6.47,7.21,7.95,8.37"
records500/06000/06925_hr,"1.18,1.84,2.48,3.1,3.73,4.37,4.96,5.68,6.28,7.03,7.69,8.36,9.01"
records500/06000/06929_hr,"0.78,1.33,1.88,2.43,2.99,3.54,4.09,4.65,5.2,5.75,6.31,6.86,7.41,7.96,8.52,9.08"
records500/06000/06951_hr,"1.09,1.84,2.59,3.35,4.13,4.92,5.68,6.44,7.21,7.97,8.73"
records500/06000/06962_hr,"0.97,1.76,2.55,3.32,4.09,4.88,5.66,6.47,7.24,8.02,8.81"
records500/06000/06992_hr,"1.28,2.27,3.18,4.07,4.82,5.76,6.6,7.35,7.78,8.77"
records500/07000/07003_hr,"0.85,1.46,2.09,2.72,3.37,4.0,4.62,5.25,5.88,6.52,7.16,7.79,8.41,9.04"
records500/07000/07007_hr,"1.3,2.21,3.1,4.0,4.9,5.8,6.71,7.61,8.52"
records500/07000/07016_hr,"1.16,2.13,3.09,4.06,5.04,6.02,7.0,8.0,8.98"
records500/07000/07022_hr,"0.67,1.17,2.02,2.77,3.39,4.24,5.0,5.74,6.48,7.24,7.99,8.72"
records500/07000/07024_hr,"0.82,1.68,2.48,3.07,3.94,4.47,5.26,5.97,6.46,7.18,7.91,8.59,9.25"
records500/07000/07025_hr,"1.41,2.21,3.0,3.79,4.57,5.35,6.11,6.86,7.61,8.37,9.13"
records500/07000/07034_hr,"1.4,2.36,3.33,4.29,5.27,6.22,7.15,8.09,9.05"
records500/07000/07053_hr,"1.2,1.99,2.71,3.55,4.34,5.13,5.94,6.72,7.51,8.3,9.1"
records500/07000/07054_hr,"0.83,1.25,2.48,3.17,3.83,4.49,5.13,5.79,6.47,7.39,8.09,9.13"
records500/07000/07055_hr,"0.74,1.33,1.92,2.5,3.09,3.67,4.26,4.85,5.45,6.04,6.61,7.19,7.76,8.32,8.89"
records500/07000/07069_hr,"1.33,2.26,3.16,4.04,4.93,5.8,6.66,7.56,8.48"
records500/07000/07075_hr,"0.69,1.1,1.52,1.94,2.37,2.79,3.21,3.63,4.05,4.38,4.87,5.29,5.7,6.13,6.56,6.97,7.39,7.81,8.15,8.64,9.06"
records500/07000/07079_hr,"0.68,1.28,1.89,2.49,3.08,3.66,4.34,5.06,5.7,6.36,7.0,7.64,8.25,8.86"
records500/07000/07080_hr,"0.83,1.53,2.23,2.92,3.62,4.32,5.02,5.71,6.4,7.09,7.8,8.49,9.18"
records500/07000/07130_hr,"0.75,1.7,2.59,3.47,4.37,5.28,6.23,7.18,8.12,9.02"
records500/07000/07161_hr,"1.03,2.21,3.39,4.52,5.67,6.84,8.01,9.15"
records500/07000/07170_hr,"0.78,1.69,2.61,3.51,4.44,5.37,6.3,7.24,8.18,9.1"
records500/07000/07190_hr,"1.44,2.4,3.37,4.3,5.25,6.2,7.14,8.07,9.01"
records500/07000/07213_hr,"1.28,2.24,3.26,4.29,5.3,6.29,7.29,8.3,9.31"
records500/07000/07217_hr,"1.47,2.31,3.13,3.96,4.78,5.58,6.36,7.18,7.98,8.81"
records500/07000/07221_hr,"0.71,1.47,2.22,3.05,4.1,4.7,5.48,6.31,7.18,7.85,8.36,8.86"
records500/07000/07243_hr,"1.54,2.52,3.49,4.44,5.34,6.18,7.01,7.87,8.77"
records500/07000/07258_hr,"0.76,1.81,2.87,3.94,5.0,6.08,7.17,8.23,9.3"
records500/07000/07323_hr,"1.34,2.2,3.05,3.88,4.71,5.54,6.38,7.25,8.1,8.95"
records500/07000/07328_hr,"1.8,3.06,4.31,5.58,6.83,8.09"
records500/07000/07348_hr,"0.78,1.63,2.44,3.23,4.01,4.82,5.62,6.46,7.33,8.2,9.03"
records500/07000/07354_hr,"1.5,2.49,3.49,4.53,5.58,6.56,7.55,8.63"
records500/07000/07363_hr,"1.26,2.01,2.75,3.51,4.27,5.02,5.79,6.56,7.33,8.11,8.87"
records500/07000/07374_hr,"1.23,2.46,3.68,4.83,5.92,7.01,8.12"
records500/07000/07376_hr,"0.97,2.06,3.18,4.3,5.34,6.34,7.4,8.45"
records500/07000/07414_hr,"0.99,1.6,2.24,2.9,3.54,4.21,4.92,5.68,6.37,7.02,7.65,8.26,8.88"
records500/07000/07438_hr,"0.67,1.04,1.41,2.01,2.33,2.98,3.28,3.6,3.91,4.23,4.56,4.91,5.35,5.7,6.01,6.39,6.7,7.0,7.41,7.76,8.15,8.71,9.12"
records500/07000/07443_hr,"0.76,1.83,2.9,3.96,5.02,6.1,7.18,8.23,9.25"
records500/07000/07445_hr,"0.99,1.85,2.5,3.55,4.21,5.06,5.91,6.78,7.62,8.47,9.32"
records500/07000/07471_hr,"0.92,2.0,3.09,4.13,5.18,6.27,7.33,8.36"
records500/07000/07491_hr,"0.9,2.12,3.27,4.46,5.75,6.94,8.12,9.17"
records500/07000/07529_hr,"1.1,1.62,2.14,2.69,3.21,3.73,4.25,4.79,5.32,5.84,6.36,6.89,7.43,7.95,8.47,8.99"
records500/07000/07530_hr,"0.93,1.64,2.34,3.04,3.73,4.41,5.11,5.83,6.54,7.24,7.93,8.61,9.29"
records500/07000/07534_hr,"0.93,1.41,2.06,2.94,3.56,3.93,4.62,5.24,5.64,6.27,6.89,7.51,8.07,8.59,9.25"
records500/07000/07543_hr,"0.88,1.44,2.0,2.56,3.12,3.69,4.25,4.82,5.38,5.94,6.51,7.08,7.64,8.21,8.77,9.34"
records500/07000/07560_hr,"0.72,1.5,2.27,3.03,3.8,4.58,5.35,6.15,6.94,7.72,8.49,9.27"
records500/07000/07561_hr,"0.65,1.22,1.8,2.39,3.18,3.91,4.6,5.32,5.97,6.6,7.19,7.78,8.36,8.95"
records500/07000/07597_hr,"0.92,1.81,2.7,3.59,4.49,5.4,6.3,7.2,8.12,9.02"
records500/07000/07598_hr,"1.11,1.86,2.61,3.35,4.09,4.84,5.58,6.34,7.09,7.84,8.59,9.34"
records500/07000/07619_hr,"0.69,1.16,1.81,2.26,2.97,3.42,4.05,4.5,5.15,5.6,6.25,6.7,7.36,7.83,8.5,8.95"
records500/07000/07621_hr,"0.91,1.44,1.98,2.52,3.06,3.61,4.16,4.7,5.25,5.79,6.33,6.87,7.41,7.94,8.48,9.02"
records500/07000/07644_hr,"0.65,1.26,1.89,2.54,3.21,3.92,4.63,5.29,6.0,6.68,7.37,8.07,8.74"
records500/07000/07661_hr,"1.01,2.07,3.05,4.01,4.9,5.75,6.57,7.37,8.18,9.01"
records500/07000/07668_hr,"0.69,1.27,1.95,2.64,3.32,4.0,4.69,5.36,6.04,6.72,7.41,8.09,8.76,9.32"
records500/07000/07670_hr,"1.2,1.95,2.7,3.46,4.21,4.95,5.7,6.46,7.2,7.94,8.69"
records500/07000/07684_hr,"1.12,1.82,2.5,3.05,3.84,4.44,5.12,5.5,5.96,6.69,7.42,8.03,8.41,8.9"
records500/07000/07692_hr,"1.29,2.11,2.93,3.76,4.59,5.4,6.21,7.02,7.84,8.65"
records500/07000/07700_hr,"1.04,1.9,2.76,3.62,4.47,5.31,6.16,7.01,7.87,8.72"
records500/07000/07744_hr,"1.0,1.34,1.94,2.88,3.84,4.81,5.14,5.77,6.74,7.72,8.7"
records500/07000/07747_hr,"1.5,2.41,3.29,4.2,5.13,6.02,6.92,7.87,8.84"
records500/07000/07751_hr,"0.84,1.24,1.6,1.95,2.28,2.64,2.97,3.28,3.74,4.11,4.63,5.52,6.2,6.78,7.48,8.11,8.83"
records500/07000/07756_hr,"1.51,2.6,3.69,4.83,5.96,7.05,8.13,9.24"
records500/07000/07769_hr,"1.2,1.95,2.69,3.44,4.18,4.93,5.67,6.41,7.16,7.9,8.65"
records500/07000/07770_hr,"1.48,2.27,3.1,3.95,4.81,5.62,6.44,7.29,8.09,8.87"
records500/07000/07783_hr,"0.7,1.56,2.33,3.01,3.7,4.39,4.77,5.66,6.44,7.14,7.81,8.49,8.89"
records500/07000/07793_hr,"1.55,2.44,3.34,4.24,5.12,5.99,6.9,7.9,8.8"
records500/07000/07797_hr,"1.38,2.24,3.08,4.14,5.09,6.04,6.93,7.85,8.86"
records500/07000/07811_hr,"1.77,2.33,3.37,3.94,4.94,5.7,6.44,7.0,7.87,8.68"
records500/07000/07812_hr,"0.71,1.57,2.41,3.25,4.1,4.95,5.81,6.65,7.51,8.38,9.26"
records500/07000/07813_hr,"1.21,1.99,2.76,3.55,4.35,5.15,5.95,6.75,7.56,8.37,9.18"
records500/07000/07819_hr,"0.68,1.63,2.56,3.51,4.46,5.37,6.27,7.2,8.13,9.03"
records500/07000/07822_hr,"1.28,2.59,3.82,5.12,6.44,7.71,9.04"
records500/07000/07837_hr,"0.65,1.97,2.79,3.62,4.22,5.33,6.13,6.97,7.64,8.71"
records500/07000/07842_hr,"0.89,1.67,2.44,3.21,4.0,4.78,5.55,6.34,7.13,7.91,8.69"
records500/07000/07848_hr,"1.67,2.87,4.1,5.26,6.48,7.71,8.89"
records500/07000/07861_hr,"1.31,2.35,3.4,4.46,5.52,6.58,7.65,8.7"
records500/07000/07865_hr,"0.72,1.07,1.63,2.24,2.82,3.41,3.97,4.43,5.17,5.75,6.32,6.91,7.47,8.05,8.55,9.09"
records500/07000/07873_hr,"1.13,1.75,2.36,2.95,3.56,4.18,4.79,5.38,6.01,6.62,7.22,7.82,8.44,9.05"
records500/07000/07876_hr,"0.7,1.28,1.85,2.41,2.97,3.54,3.98,4.68,5.26,5.83,6.41,6.99,7.56,8.12,8.69,9.25"
records500/07000/07877_hr,"1.11,2.09,3.06,4.05,5.04,6.1,7.16,8.19,9.23"
records500/07000/07880_hr,"1.29,2.25,3.22,4.19,5.23,6.35,7.46,8.55"
records500/07000/07881_hr,"0.82,1.58,2.34,3.09,3.84,4.59,5.34,6.09,6.84,7.6,8.36,9.12"
records500/07000/07882_hr,"0.66,1.53,2.39,3.27,4.15,5.0,5.86,6.74,7.6,8.46,9.33"
records500/07000/07889_hr,"0.83,1.22,1.58,1.95,2.33,2.7,3.08,3.46,3.83,4.21,4.59,4.96,5.33,5.73,6.09,6.46,6.84,7.22,7.59,7.96,8.35,8.71,9.08"
records500/07000/07892_hr,"1.31,2.21,3.12,4.02,4.92,5.82,6.73,7.64,8.56"
records500/07000/07895_hr,"0.79,1.53,2.27,3.0,3.72,4.45,5.17,5.91,6.65,7.39,8.13,8.88"
records500/07000/07905_hr,"1.24,2.03,2.84,3.63,4.4,5.17,5.93,6.71,7.49,8.26,9.03"
records500/07000/07916_hr,"0.76,1.42,2.08,2.69,3.33,3.96,4.59,5.29,5.89,6.56,7.2,7.83,8.5,9.13"
records500/07000/07919_hr,"1.29,2.1,2.92,3.76,4.61,5.46,6.31,7.18,8.03,8.89"
records500/07000/07946_hr,"0.94,1.54,2.15,2.76,3.37,3.97,4.58,5.18,5.78,6.37,6.96,7.55,8.15,8.75,9.32"
records500/07000/07950_hr,"1.0,1.67,2.34,3.02,3.7,4.39,5.08,5.77,6.46,7.16,7.9,8.71"
records500/07000/07951_hr,"0.87,2.0,3.12,4.22,5.34,6.46,7.55,8.67"
records500/07000/07961_hr,"0.72,1.45,2.17,2.9,3.61,4.35,5.07,5.79,6.53,7.25,7.99,8.72"
records500/07000/07967_hr,"0.77,1.15,1.88,2.98,4.06,5.23,6.34,7.47,8.59"
records500/07000/07990_hr,"0.97,2.06,3.16,4.26,5.36,6.47,7.59,8.7"
records500/07000/07998_hr,"1.58,2.35,2.92,3.42,4.11,4.64,5.42,5.98,6.57,7.12,7.56,8.19,8.8"
records500/08000/08000_hr,"0.69,1.73,2.75,3.74,4.72,5.72,6.74,7.78,8.78"
records500/08000/08032_hr,"1.06,1.79,2.52,3.26,4.01,4.77,5.55,6.34,7.11,7.9,8.68"
records500/08000/08036_hr,"0.98,1.7,2.42,3.14,3.85,4.57,5.29,6.02,6.74,7.46,8.18,8.9"
records500/08000/08041_hr,"1.55,2.68,3.49,4.75,5.7,6.54,7.59,8.41,9.34"
records500/08000/08062_hr,"0.76,1.26,2.39,3.19,3.71,4.78,5.56,6.18,7.11,7.88,8.63,9.01"
records500/08000/08065_hr,"1.42,2.13,3.14,4.05,4.98,5.77,6.84,7.74,8.61"
records500/08000/08076_hr,"1.77,2.82,3.89,5.06,6.14,7.29,8.54,8.84"
records500/08000/08083_hr,"1.36,2.39,3.42,4.41,5.37,6.42,7.49,8.53"
records500/08000/08114_hr,"1.07,1.68,2.29,2.91,3.53,4.15,4.76,5.37,5.99,6.61,7.23,7.86,8.48,9.1"
records500/08000/08116_hr,"1.22,1.98,2.74,3.47,4.22,4.97,5.72,6.44,7.18,7.88,8.59,9.28"
records500/08000/08121_hr,"1.0,1.31,2.41,2.72,3.78,4.1,5.19,5.51,6.61,6.94,8.12,8.45"
records500/08000/08123_hr,"1.37,2.15,2.93,3.69,4.46,5.24,6.03,6.8,7.56,8.33,9.11"
records500/08000/08126_hr,"1.02,1.83,2.64,3.47,4.3,5.12,5.96,6.82,7.69,8.53"
records500/08000/08130_hr,"1.55,1.88,2.49,3.42,4.36,5.3,6.22,7.14,8.07,8.99"
records500/08000/08133_hr,"1.2,2.23,3.25,4.24,5.24,6.28,7.34,8.36"
records500/08000/08136_hr,"1.0,1.67,2.4,3.07,3.73,4.46,5.1,5.83,6.46,7.16,7.86,8.55,9.26"
records500/08000/08138_hr,"0.85,1.88,2.88,3.77,4.68,5.57,6.39,7.28,8.27,9.15"
records500/08000/08139_hr,"0.86,1.78,2.29,3.14,4.07,4.95,5.71,6.25,6.78,7.31,7.86,8.85,9.34"
records500/08000/08140_hr,"0.88,1.76,2.65,3.54,4.43,5.32,6.23,7.13,8.02,8.92"
records500/08000/08147_hr,"0.67,1.39,2.11,2.83,3.56,4.29,5.0,5.72,6.44,7.16,7.89,8.62"
records500/08000/08153_hr,"1.46,2.66,3.85,4.99,6.16,6.79,8.2"
records500/08000/08164_hr,"0.69,1.75,2.84,3.9,4.92,5.98,7.06,8.17,9.24"
records500/08000/08170_hr,"0.84,1.64,2.44,3.17,3.92,4.71,5.51,6.3,7.05,7.76,8.48,9.23"
records500/08000/08178_hr,"0.83,1.69,2.54,3.39,4.23,5.09,5.94,6.8,7.66,8.51"
records500/08000/08185_hr,"0.98,1.65,2.31,2.97,3.64,4.31,4.98,5.65,6.32,6.99,7.66,8.32,8.97"
records500/08000/08195_hr,"1.01,2.08,3.17,4.24,5.36,6.49,7.65,8.76"
records500/08000/08203_hr,"1.62,2.63,3.63,4.59,5.55,6.51,7.46,8.42"
records500/08000/08208_hr,"0.79,1.55,2.33,3.08,3.8,4.53,5.26,5.98,6.74,7.56,8.31,9.04"
records500/08000/08209_hr,"1.02,1.71,2.41,3.1,3.79,4.49,5.18,5.87,6.57,7.26,7.96,8.66"
records500/08000/08212_hr,"1.13,2.06,3.01,3.91,4.83,5.78,6.72,7.63,8.58"
records500/08000/08215_hr,"0.99,1.59,2.34,3.21,3.82,4.44,5.26,5.99,6.78,7.45,8.15,8.94"
records500/08000/08218_hr,"0.73,1.21,2.08,2.65,3.39,4.21,4.73,5.43,6.18,6.66,7.17,7.78,8.45,9.1"
records500/08000/08219_hr,"0.66,1.89,2.2,3.15,4.34,5.59,6.86,7.17,8.12,9.31"
records500/08000/08224_hr,"1.28,2.29,3.36,4.35,5.33,6.32,7.27,8.22,9.22"
records500/08000/08241_hr,"1.4,2.48,4.24,5.35,6.3,7.24,8.16"
records500/08000/08242_hr,"1.36,2.56,3.76,4.92,6.11,7.26,8.41"
records500/08000/08244_hr,"0.92,1.68,2.42,3.15,3.88,4.63,5.47,6.39,7.19,8.0,8.82"
records500/08000/08246_hr,"0.93,2.07,3.18,4.31,5.43,6.58,7.72,8.87"
records500/08000/08254_hr,"1.1,2.11,3.14,4.15,5.14,6.16,7.23,8.25,9.24"
records500/08000/08256_hr,"1.29,2.17,3.08,4.0,4.94,5.92,6.89,7.84,8.77"
records500/08000/08259_hr,"0.78,1.53,2.28,3.02,3.77,4.53,5.28,6.04,6.79,7.54,8.3,9.05"
records500/08000/08261_hr,"1.03,1.89,2.75,3.61,4.45,5.3,6.16,7.02,7.9,8.78"
records500/08000/08263_hr,"0.74,1.04,1.35,1.65,1.97,2.27,2.58,2.88,3.19,3.49,3.81,4.11,4.42,4.72,5.03,5.33,5.64,6.25,6.55,6.86,7.16,7.47,7.77,8.08,8.38,8.69,8.99,9.31"
records500/08000/08277_hr,"0.79,1.8,2.8,3.82,4.83,5.84,6.84,7.85,8.85"
records500/08000/08278_hr,"0.93,1.51,2.07,2.68,3.26,3.84,4.42,5.01,5.6,6.16,6.77,7.36,7.95,8.54,9.14"
records500/08000/08281_hr,"0.85,1.68,2.49,3.28,4.06,4.85,5.65,6.44,7.22,8.0,8.79"
records500/08000/08284_hr,"0.66,1.42,2.17,2.91,3.65,4.41,5.16,5.9,6.63,7.38,8.13,8.89"
records500/08000/08344_hr,"0.67,1.45,2.26,3.06,3.87,4.68,5.47,6.26,7.03,7.78,8.5,9.19"
records500/08000/08406_hr,"0.76,1.18,2.12,3.05,3.96,4.44,4.86,5.33,5.75,6.23,6.65,7.13,7.55,8.03,8.45,8.93,9.34"
records500/08000/08410_hr,"1.35,2.24,3.1,3.9,4.71,5.55,6.45,7.37,8.26,9.19"
records500/08000/08415_hr,"1.08,2.11,3.12,4.15,5.18,6.21,7.25,8.28,9.33"
records500/08000/08442_hr,"1.54,2.54,3.55,4.55,5.52,6.51,7.56,8.56"
records500/08000/08446_hr,"0.84,1.58,2.3,3.02,3.76,4.5,5.21,5.92,6.63,7.35,8.07,8.76"
records500/08000/08450_hr,"0.73,1.58,2.43,3.26,4.11,4.97,5.8,6.63,7.44,8.26,9.03"
records500/08000/08460_hr,"0.85,1.73,2.71,3.47,4.21,5.01,5.86,6.73,7.66,8.4,9.2"
records500/08000/08461_hr,"0.94,1.36,1.78,2.21,2.63,3.05,3.48,3.91,4.33,4.76,5.18,5.61,6.03,6.46,6.89,7.32,7.75,8.17,8.6,9.02"
records500/08000/08473_hr,"1.04,1.92,2.7,3.47,4.3,5.15,6.05,6.87,7.74,8.63,9.34"
